English,French,German,Polish,Russian,Spanish,Korean,SimplifedChinese,Japanese
"Petroleum","Petroleum","Pétrole","Petróleo","Petroleum","석유","Petroleum","石油","Нефть","Petroleum","Petroleum","Petroleum","石油","Petroleum","Ropa naftowa","Petroleum","Petroleum","Petroleum","Petroleum","Petroleum"
"Epoxy","Epoxy","Résine époxy","Resina Epoxi","Epoxidharz","에폭시 수지","Epoxy","环氧树脂","Эпоксидная смола","Epoxy","Epoxy","Epoxy","エポキシ樹脂","Epoxy","Żywica epoksydowa","Epoxy","Epoxy","Epoxy","Epoxy","Epoxy"
"Plastic","Plastic","Plastique","Plástico","Kunststoff","플라스틱","Plastic","塑料","Пластик","Plastic","Plastic","Plastic","プラスチック","Plastic","Plastik","Plastic","Plastic","Plastic","Plastic","Plastic"
"Glass","Glass","Verre","Vidrio","Glas","유리","Glass","玻璃","Стекло","Glass","Glass","Glass","ガラス","Glass","Szkło","Glass","Glass","Glass","Glass","Glass"
"Fiberglass","Fiberglass","Fibre de verre","Fibra de Vidrio","Glasfaserverstärkter Kunststoff","유리섬유","Fiberglass","玻璃钢","Стекловолокно","Fiberglass","Fiberglass","Fiberglass","ガラス繊維","Fiberglass","Włokno szklane","Fiberglass","Fiberglass","Fiberglass","Fiberglass","Fiberglass"
"Fishing Pole","Fishing Pole","Canne à pêche","Caña de Pescar","Angel","낚싯대","Fishing Pole","钓鱼竿","Удочка","Fishing Pole","Fishing Pole","Fishing Pole","釣り竿","Fishing Pole","Wędka","Fishing Pole","Fishing Pole","Fishing Pole","Fishing Pole","Fishing Pole"
"Flat Steel","Flat Steel","Plaque d'acier","Acero Plano","Flachstahl","납작한 강철","Flat Steel","扁钢","Листовая сталь","Flat Steel","Flat Steel","Flat Steel","鋼板","Flat Steel","Blacha stalowa","Flat Steel","Flat Steel","Flat Steel","Flat Steel","Flat Steel"
"Framed Glass","Framed Glass","Verre encadré","Vidrio Enmarcado","Gerahmtes Glas","유리창","Framed Glass","框式玻璃","Обрамлённое стекло","Framed Glass","Framed Glass","Framed Glass","ガラスの窓枠","Framed Glass","Szyba oprawiona","Framed Glass","Framed Glass","Framed Glass","Framed Glass","Framed Glass"
"Gasoline","Gasoline","Essence","Gasolina","Benzin","휘발유","Gasoline","汽油","Бензин","Gasoline","Gasoline","Gasoline","ガソリン","Gasoline","Benzyna","Gasoline","Gasoline","Gasoline","Gasoline","Gasoline"
"Gear","Gear","Engrenage","Engranaje","Zahnrad","기어","Gear","齿轮","Шестерёнка","Gear","Gear","Gear","ギア","Gear","Koło zębate","Gear","Gear","Gear","Gear","Gear"
"Sand","Sand","Sable","Arena","Sand","모래","Sand","沙子","Песок","Sand","Sand","Sand","砂","Sand","Piasek","Sand","Sand","Sand","Sand","Sand"
"Gold Ingot","Gold Ingot","Lingot d'or","Lingote de Oro","Goldbarren","금 주괴","Gold Ingot","金锭","Золотой слиток","Gold Ingot","Gold Ingot","Gold Ingot","金インゴット","Gold Ingot","Złota sztabka","Gold Ingot","Gold Ingot","Gold Ingot","Gold Ingot","Gold Ingot"
"Gold Ore","Gold Ore","Minerai d'or","Mineral de Oro","Golderz","금광석","Gold Ore","金矿","Золотая руда","Gold Ore","Gold Ore","Gold Ore","金鉱石","Gold Ore","Ruda złota","Gold Ore","Gold Ore","Gold Ore","Gold Ore","Gold Ore"
"Hewn Log","Hewn Log","Rondin taillé","Tronco Tallado","Holz","가공된 통나무","Hewn Log","锯木","Тёсаное бревно","Hewn Log","Hewn Log","Hewn Log","丸太材","Hewn Log","Ociosana Kłoda","Hewn Log","Hewn Log","Hewn Log","Hewn Log","Hewn Log"
"Iron Ore","Iron Ore","Minerai de fer","Mineral de Hierro","Eisenerz","철광석","Iron Ore","铁矿","Железная руда","Iron Ore","Iron Ore","Iron Ore","鉄鉱石","Iron Ore","Ruda żelaza","Iron Ore","Iron Ore","Iron Ore","Iron Ore","Iron Ore"
"Iron Pipe","Iron Pipe","Tuyau en fer","Tuberia de Hierro","Eisenrohr","철관","Iron Pipe","铁管","Железная труба","Iron Pipe","Iron Pipe","Iron Pipe","鉄パイプ","Iron Pipe","Żelazna rura","Iron Pipe","Iron Pipe","Iron Pipe","Iron Pipe","Iron Pipe"
"Mortared Stone","Mortared Stone","Pierre cimentée","Piedra con Argamasa","Steinziegel","모르타르 돌","Mortared Stone","浆砌石","Строительный камень","Mortared Stone","Mortared Stone","Mortared Stone","モルタル","Mortared Stone","Kamień Budowlany","Mortared Stone","Mortared Stone","Mortared Stone","Mortared Stone","Mortared Stone"
"Paper","Paper","Papier","Papel","Papier","종이","Paper","纸","Бумага","Paper","Paper","Paper","紙","Paper","Papier","Paper","Paper","Paper","Paper","Paper"
"Rebar","Rebar","Barre d'armature","Barras de refuerzo","Bewehrungsstahl","철근","Rebar","钢筋","Арматура","Rebar","Rebar","Rebar","鉄筋","Rebar","Zbrojenie","Rebar","Rebar","Rebar","Rebar","Rebar"
"Reinforced Concrete","Reinforced Concrete","Béton armé","Hormigón Reforzado","Stahlbeton","보강된 콘크리트","Reinforced Concrete","钢筋混凝土","Железобетон","Reinforced Concrete","Reinforced Concrete","Reinforced Concrete","鉄筋コンクリート","Reinforced Concrete","Beton zbrojony","Reinforced Concrete","Reinforced Concrete","Reinforced Concrete","Reinforced Concrete","Reinforced Concrete"
"Rivet","Rivet","Rivet","Remache","Niete","대갈못","Rivet","铆钉","Заклёпка","Rivet","Rivet","Rivet","リベット","Rivet","Nit","Rivet","Rivet","Rivet","Rivet","Rivet"
"Soil Sampler","Soil Sampler","Analyseur de sol","Muestreador de Suelo","Bodenprüfer","시료채취기구","Soil Sampler","土壤取样器","Анализатор почвы","Soil Sampler","Soil Sampler","Soil Sampler","ソイルサンプラー","Soil Sampler","Próbnik Gleby","Soil Sampler","Soil Sampler","Soil Sampler","Soil Sampler","Soil Sampler"
"Steel Pipe","Steel Pipe","Tuyau en acier","Tubo de Acero","Stahlrohr","강철관","Steel Pipe","钢管","Стальная труба","Steel Pipe","Steel Pipe","Steel Pipe","鋼パイプ","Steel Pipe","Stalowa Rura","Steel Pipe","Steel Pipe","Steel Pipe","Steel Pipe","Steel Pipe"
"Stone Ramp","Stone Ramp","Rampe pavée","Rampa de Piedra","Steinrampe","돌 경사로","Stone Ramp","石头坡道","Каменный подъём","Stone Ramp","Stone Ramp","Stone Ramp","石の坂道","Stone Ramp","Kamienny Podjazd","Stone Ramp","Stone Ramp","Stone Ramp","Stone Ramp","Stone Ramp"
"Stone Road","Stone Road","Route pavée","Camino de Piedra","Steinstraße","돌 길","Stone Road","石质道路","Каменная дорога","Stone Road","Stone Road","Stone Road","石の道路","Stone Road","Kamienna droga","Stone Road","Stone Road","Stone Road","Stone Road","Stone Road"
"Torch","Torch","Torche","Antorcha","Fackel","횃불","Torch","火把","Факел","Torch","Torch","Torch","松明","Torch","Pochodnia","Torch","Torch","Torch","Torch","Torch"
"Bison Carcass","Bison Carcass","Carcasse de bison","Cadáver de Bisonte","Bisonkadaver","들소 시체","Bison Carcass","野牛尸体","Туша бизона","Bison Carcass","Bison Carcass","Bison Carcass","バイソンの死体","Bison Carcass","Tusza Żubra","Bison Carcass","Bison Carcass","Bison Carcass","Bison Carcass","Bison Carcass"
"Elk Carcass","Elk Carcass","Сarcasse de cerf","Cadáver de Alce","Elchkadaver","사슴 시체","Elk Carcass","麋鹿尸体","Оленья туша","Elk Carcass","Elk Carcass","Elk Carcass","ヘラジカの死体","Elk Carcass","Tusza Jelenia","Elk Carcass","Elk Carcass","Elk Carcass","Elk Carcass","Elk Carcass"
"Fox Carcass","Fox Carcass","Carcasse de renard","Cadáver de Zorro","Fuchskadaver","여우 시체","Fox Carcass","狐狸尸体","Лисья туша","Fox Carcass","Fox Carcass","Fox Carcass","キツネの死体","Fox Carcass","Tuszka Lisa","Fox Carcass","Fox Carcass","Fox Carcass","Fox Carcass","Fox Carcass"
"Hare Carcass","Hare Carcass","Carcasse de lièvre","Cadáver de Liebre","Hasenkadaver","토끼 시체","Hare Carcass","野兔尸体","Тушка зайца","Hare Carcass","Hare Carcass","Hare Carcass","野ウサギの死体","Hare Carcass","Padlina zająca","Hare Carcass","Hare Carcass","Hare Carcass","Hare Carcass","Hare Carcass"
"Turkey Carcass","Turkey Carcass","Carcasse de dinde","Cadáver de Pavo","Truthahnkadaver","터키 시체","Turkey Carcass","火鸡尸体","Тушка индейки","Turkey Carcass","Turkey Carcass","Turkey Carcass","七面鳥の死体","Turkey Carcass","Padlina indyka","Turkey Carcass","Turkey Carcass","Turkey Carcass","Turkey Carcass","Turkey Carcass"
"Wolf Carcass","Wolf Carcass","Carcasse de loup","Cadáver de Lobo","Wolfkadaver","늑대 시체","Wolf Carcass","狼尸体","Волчья туша","Wolf Carcass","Wolf Carcass","Wolf Carcass","オオカミの死体","Wolf Carcass","Padlina wilka","Wolf Carcass","Wolf Carcass","Wolf Carcass","Wolf Carcass","Wolf Carcass"
"Salmon","Salmon","Saumon","Salmón","Lachs","연어","Salmon","鲑鱼肉","Лосось","Salmon","Salmon","Salmon","サケ","Salmon","Losoś","Salmon","Salmon","Salmon","Salmon","Salmon"
"Trout","Trout","Truite","Trucha","Forelle","송어","Trout","鳟鱼","Форель","Trout","Trout","Trout","マス","Trout","Pstrąg","Trout","Trout","Trout","Trout","Trout"
"Tuna","Tuna","Thon","Atún","Thunfisch","참치","Tuna","金枪鱼","Тунец","Tuna","Tuna","Tuna","マグロ","Tuna","Tuńczyk","Tuna","Tuna","Tuna","Tuna","Tuna"
"Urchin","Urchin","Oursin","Erizo","Seeigel","성게","Urchin","海胆","Морской ёж","Urchin","Urchin","Urchin","ウニ","Urchin","Jeżowiec","Urchin","Urchin","Urchin","Urchin","Urchin"
"Kelp","Kelp","Varech","Alga","Seetang","해초","Kelp","海带","Ламинария","Kelp","Kelp","Kelp","海藻","Kelp","Wodorosty","Kelp","Kelp","Kelp","Kelp","Kelp"
"Clam","Clam","Palourde","Almeja","Muschel","조개","Clam","蚌","Моллюск","Clam","Clam","Clam","貝","Clam","Małż","Clam","Clam","Clam","Clam","Clam"
"Coal","Coal","Charbon","Carbón","Kohle","석탄","Coal","煤","Уголь","Coal","Coal","Coal","石炭","Coal","Węgiel","Coal","Coal","Coal","Coal","Coal"
"Waterwheel","Waterwheel","Moulin à eau","Molino de Agua","Wasserrad","물레방아","Waterwheel","水车","Водяное колесо","Waterwheel","Waterwheel","Waterwheel","水車","Waterwheel","Koło Wodne","Waterwheel","Waterwheel","Waterwheel","Waterwheel","Waterwheel"
"Anvil","Anvil","Enclume","Yunque","Amboss","모루","Anvil","铁砧","Наковальня","Anvil","Anvil","Anvil","金床","Anvil","Kowadło","Anvil","Anvil","Anvil","Anvil","Anvil"
"Bakery Oven","Bakery Oven","Four à pain","Horno de Panadería","Backofen","제빵 오븐","Bakery Oven","烤炉","Печь для выпечки","Bakery Oven","Bakery Oven","Bakery Oven","ベーカリーオーブン","Bakery Oven","Piec piekarniczy","Bakery Oven","Bakery Oven","Bakery Oven","Bakery Oven","Bakery Oven"
"Blast Furnace","Blast Furnace","Haut fourneau","Alto Horno","Hochofen","용광로","Blast Furnace","高炉","Доменная печь","Blast Furnace","Blast Furnace","Blast Furnace","高炉","Blast Furnace","Piec Chutniczy","Blast Furnace","Blast Furnace","Blast Furnace","Blast Furnace","Blast Furnace"
"Bloomery","Bloomery","Bas fourneau","Horno de Fundición","Rennofen","괴철로","Bloomery","锻铁炉","Сыродутная печь","Bloomery","Bloomery","Bloomery","塊鉄炉","Bloomery","Dymarka","Bloomery","Bloomery","Bloomery","Bloomery","Bloomery"
"Bookshelf","Bookshelf","Bibliothèque","Librería","Bücherregal","책장","Bookshelf","书架","Книжный шкаф","Bookshelf","Bookshelf","Bookshelf","本棚","Bookshelf","Półka z Książkami","Bookshelf","Bookshelf","Bookshelf","Bookshelf","Bookshelf"
"Brazier","Brazier","Braséro","Bracero","Feuerschale","화로","Brazier","火盆","Жаровня","Brazier","Brazier","Brazier","火鉢","Brazier","Koksownik","Brazier","Brazier","Brazier","Brazier","Brazier"
"Butchery Table","Butchery Table","Table de boucherie","Mesa de Carnicero","Metzgertisch","도축 작업대","Butchery Table","屠宰工作台","Разделочный стол","Butchery Table","Butchery Table","Butchery Table","食肉加工台","Butchery Table","Stół rzeźnicki","Butchery Table","Butchery Table","Butchery Table","Butchery Table","Butchery Table"
"Campfire","Campfire","Feu de camp","Fogata","Lagerfeuer","모닥불","Campfire","篝火","Костёр","Campfire","Campfire","Campfire","焚き火","Campfire","Ognisko","Campfire","Campfire","Campfire","Campfire","Campfire"
"Candle Stand","Candle Stand","Bougeoir","Soporte de Vela","Kerzenständer","촛대","Candle Stand","烛台","Подсвечник","Candle Stand","Candle Stand","Candle Stand","ろうそく立て","Candle Stand","Stojak na świecę","Candle Stand","Candle Stand","Candle Stand","Candle Stand","Candle Stand"
"Carpentry Table","Carpentry Table","Établi de menuiserie","Mesa de Carpintería","Zimmermanntisch","목공 작업대","Carpentry Table","木工工作台","Плотницкий верстак","Carpentry Table","Carpentry Table","Carpentry Table","木工作業台","Carpentry Table","Stół Stolarski","Carpentry Table","Carpentry Table","Carpentry Table","Carpentry Table","Carpentry Table"
"Cast Iron Stove","Cast Iron Stove","Poêle en fonte","Estufa de Hierro Fundido","Gusseiserner Ofen","철 난로 주조","Cast Iron Stove","铸铁火炉","Чугунная плита","Cast Iron Stove","Cast Iron Stove","Cast Iron Stove","鋳鉄のストーブ","Cast Iron Stove","Żeliwna kuchnia","Cast Iron Stove","Cast Iron Stove","Cast Iron Stove","Cast Iron Stove","Cast Iron Stove"
"Ceiling Candle","Ceiling Candle","Lustre","Vela de Techo","Deckenlampe","천장 양초","Ceiling Candle","吊式烛灯","Люстра со свечами","Ceiling Candle","Ceiling Candle","Ceiling Candle","吊り下げろうそく","Ceiling Candle","Kandelabr","Ceiling Candle","Ceiling Candle","Ceiling Candle","Ceiling Candle","Ceiling Candle"
"Cement Kiln","Cement Kiln","Four à ciment","Horno de Cemento","Zementbrennofen","시멘트 가마","Cement Kiln","水泥窑","Печь для обжига цемента","Cement Kiln","Cement Kiln","Cement Kiln","セメントのかまど","Cement Kiln","Cementownia","Cement Kiln","Cement Kiln","Cement Kiln","Cement Kiln","Cement Kiln"
"Chair","Chair","Chaise","Silla","Stuhl","의자","Chair","椅子","Стул","Chair","Chair","Chair","椅子","Chair","Krzesło","Chair","Chair","Chair","Chair","Chair"
"Combustion Generator","Combustion Generator","Générateur à combustion","Generador de Combustión","Verbrennungsgenerator","연소 발전기","Combustion Generator","内燃发电机","Генератор внутреннего сгорания","Combustion Generator","Combustion Generator","Combustion Generator","火力発電機","Combustion Generator","Generator Spalinowy","Combustion Generator","Combustion Generator","Combustion Generator","Combustion Generator","Combustion Generator"
"Computer Lab","Computer Lab","Ordinateur de contrôle","Laboratorio de Computación","Computerlabor","컴퓨터 연구소","Computer Lab","实验室电脑","Компьютерная лаборатория","Computer Lab","Computer Lab","Computer Lab","コンピューター室","Computer Lab","Laboratorium komputerowe","Computer Lab","Computer Lab","Computer Lab","Computer Lab","Computer Lab"
"Construction Post","Construction Post","Piquet de construction","Poste de Construcción","Baupfosten","건설 기둥","Construction Post","建筑标识","Строительный знак","Construction Post","Construction Post","Construction Post","建設標識","Construction Post","Stanowisko Budowlane","Construction Post","Construction Post","Construction Post","Construction Post","Construction Post"
"Contract Board","Contract Board","Tableau de contrats","Tablero de Contratos","Anschlagbrett","계약 게시판","Contract Board","合同公告板","Доска объявлений","Contract Board","Contract Board","Contract Board","契約掲示板","Contract Board","Tablica Zleceń","Contract Board","Contract Board","Contract Board","Contract Board","Contract Board"
"Couch","Couch","Canapé","Sofá","Sofa","소파","Couch","沙发","Диван","Couch","Couch","Couch","ソファ","Couch","Kanapa","Couch","Couch","Couch","Couch","Couch"
"Currency Exchange","Currency Exchange","Bureau de change","Cambio de Divisas","Wechselstube","환전소","Currency Exchange","货币兑换","Обмен валюты","Currency Exchange","Currency Exchange","Currency Exchange","両替機","Currency Exchange","Wymiana walut","Currency Exchange","Currency Exchange","Currency Exchange","Currency Exchange","Currency Exchange"
"Electric Wall Lamp","Electric Wall Lamp","Applique murale électrique","Lámpara de Pared Eléctrica","Elektrische Wandleuchte","벽 전등","Electric Wall Lamp","电壁灯","Электрическая настенная лампа","Electric Wall Lamp","Electric Wall Lamp","Electric Wall Lamp","壁掛け電灯","Electric Wall Lamp","Elektryczna lampa ścienna","Electric Wall Lamp","Electric Wall Lamp","Electric Wall Lamp","Electric Wall Lamp","Electric Wall Lamp"
"Electronics Assembly","Electronics Assembly","Atelier d'électronique","Ensamblaje de Electrónica","Elektronikfertigung","전자 제품 조립대","Electronics Assembly","电子装配套装","Сборщик электроники","Electronics Assembly","Electronics Assembly","Electronics Assembly","電子機器組立機","Electronics Assembly","Montaż Elektroniki","Electronics Assembly","Electronics Assembly","Electronics Assembly","Electronics Assembly","Electronics Assembly"
"Factory","Factory","Usine","Fábrica","Fabrik","공장","Factory","工厂","Фабрика","Factory","Factory","Factory","工場","Factory","Fabryka","Factory","Factory","Factory","Factory","Factory"
"Farmers Table","Farmers Table","Atelier d'agriculture","Mesa de Agricultor","Landwirttisch","농부 작업대","Farmers Table","农业工作台","Фермерский стол","Farmers Table","Farmers Table","Farmers Table","園芸作業台","Farmers Table","Stół Rolniczy","Farmers Table","Farmers Table","Farmers Table","Farmers Table","Farmers Table"
"Fishery","Fishery","Atelier de pêche","Pesquería","Fischerei","어장","Fishery","渔具","Шкаф рыбака","Fishery","Fishery","Fishery","釣り具作業台","Fishery","Rybołóstwo","Fishery","Fishery","Fishery","Fishery","Fishery"
"Fish Trap","Fish Trap","Nasse à poisson","Trampa para Peces","Reuse","통발","Fish Trap","捕鱼器","Верша","Fish Trap","Fish Trap","Fish Trap","梁（やな）","Fish Trap","Pułapka na Ryby","Fish Trap","Fish Trap","Fish Trap","Fish Trap","Fish Trap"
"Icebox","Icebox","Glacière","Nevera","Eisschrank","아이스 박스","Icebox","冷藏箱","Ледник","Icebox","Icebox","Icebox","アイスボックス","Icebox","Lodówka","Icebox","Icebox","Icebox","Icebox","Icebox"
"Kiln","Kiln","Four à céramique","Horno","Brennofen","가마","Kiln","窑","Печь для обжига","Kiln","Kiln","Kiln","かまど","Kiln","Piec do Wypalania","Kiln","Kiln","Kiln","Kiln","Kiln"
"Kitchen","Kitchen","Cuisine","Cocina","Küche","주방","Kitchen","厨房","Кухня","Kitchen","Kitchen","Kitchen","キッチン","Kitchen","Kuchnia","Kitchen","Kitchen","Kitchen","Kitchen","Kitchen"
"Laboratory","Laboratory","Laboratoire","Laboratorio","Laboratorium","연구실","Laboratory","实验室","Лаборатория","Laboratory","Laboratory","Laboratory","研究所","Laboratory","Laboratorium","Laboratory","Laboratory","Laboratory","Laboratory","Laboratory"
"Laser","Laser","Laser","Láser","Laser","레이저","Laser","激光","Лазер","Laser","Laser","Laser","レーザー砲","Laser","Laser","Laser","Laser","Laser","Laser","Laser"
"Wooden Latrine","Wooden Latrine","Latrines en bois","Letrina de Madera","Holzlatrine","나무 변소","Wooden Latrine","木质马桶","Деревянный туалет","Wooden Latrine","Wooden Latrine","Wooden Latrine","木製トイレ","Wooden Latrine","Drewniana Latryna","Wooden Latrine","Wooden Latrine","Wooden Latrine","Wooden Latrine","Wooden Latrine"
"Machine Shop","Machine Shop","Atelier d'usinage","Taller de Máquinas","Maschinenwerkstatt","기계 상점","Machine Shop","机器车间","Токарный станок","Machine Shop","Machine Shop","Machine Shop","機械製作機","Machine Shop","Stół Mechanika","Machine Shop","Machine Shop","Machine Shop","Machine Shop","Machine Shop"
"Masonry Table","Masonry Table","Établi de maçonnerie","Mesa de Mampostería","Steinmetztisch","석공 작업대","Masonry Table","石匠工作台","Верстак каменщика","Masonry Table","Masonry Table","Masonry Table","石工作業台","Masonry Table","Stół murarski","Masonry Table","Masonry Table","Masonry Table","Masonry Table","Masonry Table"
"Mill","Mill","Meule","Molino","Mühle","제분기","Mill","磨坊","Мельница","Mill","Mill","Mill","製粉機","Mill","Młyn","Mill","Mill","Mill","Mill","Mill"
"Mint","Mint","Hôtel des monnaies","Ceca","Münzprägemaschine","조폐국","Mint","铸币厂","Пресс для чеканки монет","Mint","Mint","Mint","造幣機","Mint","Mennica","Mint","Mint","Mint","Mint","Mint"
"Oil Refinery","Oil Refinery","Raffinerie de pétrole","Refinería de Petróleo","Raffinerie","정유 공장","Oil Refinery","炼油厂","Нефтеперерабатывающий завод","Oil Refinery","Oil Refinery","Oil Refinery","石油精製所","Oil Refinery","Rafineria","Oil Refinery","Oil Refinery","Oil Refinery","Oil Refinery","Oil Refinery"
"Padded Chair","Padded Chair","Chaise rembourrée","Silla Acolchada","Gepolsterter Stuhl","작은 소파","Padded Chair","软垫椅","Кресло","Padded Chair","Padded Chair","Padded Chair","パッド入りの椅子","Padded Chair","Fotel tapicerowany","Padded Chair","Padded Chair","Padded Chair","Padded Chair","Padded Chair"
"Round Pot","Round Pot","Pot rond","Maceta Redonda","Runder Blumentopf","둥근 냄비","Round Pot","圆盆","Круглый горшок","Round Pot","Round Pot","Round Pot","丸い植木鉢","Round Pot","Okrągłą donica","Round Pot","Round Pot","Round Pot","Round Pot","Round Pot"
"Square Pot","Square Pot","Pot carré","Maceta Cuadrada","Quadratischer Blumentopf","사각 냄비","Square Pot","方盆","Квадратный горшок","Square Pot","Square Pot","Square Pot","四角い植木鉢","Square Pot","Kwadratowa donica","Square Pot","Square Pot","Square Pot","Square Pot","Square Pot"
"Pump Jack","Pump Jack","Chevalet de pompage","Unidad de Bombeo","Ölbohrturm","펌프 잭","Pump Jack","油压机","Нефтяной насос","Pump Jack","Pump Jack","Pump Jack","ポンプジャッキ","Pump Jack","Kiwak","Pump Jack","Pump Jack","Pump Jack","Pump Jack","Pump Jack"
"Refrigerator","Refrigerator","Réfrigérateur","Refrigerador","Kühlschrank","냉장고","Refrigerator","冰箱","Холодильник","Refrigerator","Refrigerator","Refrigerator","冷蔵庫","Refrigerator","Lodówka","Refrigerator","Refrigerator","Refrigerator","Refrigerator","Refrigerator"
"Repair Station","Repair Station","Atelier de réparation","Estación de Reparación","Reparaturstation","수리소","Repair Station","维修工作台","Ремонтная станция","Repair Station","Repair Station","Repair Station","修理台","Repair Station","Stanowisko Naprawcze","Repair Station","Repair Station","Repair Station","Repair Station","Repair Station"
"Research Table","Research Table","Table de recherche","Mesa de Investigación","Forschungstisch","연구 작업대","Research Table","研究工作台","Стол для исследований","Research Table","Research Table","Research Table","リサーチテーブル","Research Table","Stół badawczy","Research Table","Research Table","Research Table","Research Table","Research Table"
"Rolling Mill","Rolling Mill","Laminoir","Molino de Laminado","Walzwerk","압연기","Rolling Mill","轧机","Прокатный стан","Rolling Mill","Rolling Mill","Rolling Mill","圧延機","Rolling Mill","Walcownia","Rolling Mill","Rolling Mill","Rolling Mill","Rolling Mill","Rolling Mill"
"Large Rug","Large Rug","Grand tapis","Alfombra Grande","Großer Teppich","큰 깔개","Large Rug","大地毯","Большой ковёр","Large Rug","Large Rug","Large Rug","大きい絨毯","Large Rug","Duży Dywan","Large Rug","Large Rug","Large Rug","Large Rug","Large Rug"
"Medium Rug","Medium Rug","Tapis moyen","Alfombra Mediana","Mittelgroßer Teppich","중간 깔개","Medium Rug","中地毯","Средний ковёр","Medium Rug","Medium Rug","Medium Rug","ふつうの絨毯","Medium Rug","Średni Dywan","Medium Rug","Medium Rug","Medium Rug","Medium Rug","Medium Rug"
"Small Rug","Small Rug","Petit tapis","Alfombra Pequeña","Kleiner Teppich","작은 깔개","Small Rug","小地毯","Маленький коврик","Small Rug","Small Rug","Small Rug","小さい絨毯","Small Rug","Mały dywan","Small Rug","Small Rug","Small Rug","Small Rug","Small Rug"
"Salt Basket","Salt Basket","Panier de sel","Cesta de Sal","Salzkorb","소금 바구니","Salt Basket","盐篓","Корзина с солью","Salt Basket","Salt Basket","Salt Basket","カゴに入った塩","Salt Basket","Kosz Soli","Salt Basket","Salt Basket","Salt Basket","Salt Basket","Salt Basket"
"Sawmill","Sawmill","Scierie","Aserradero","Sägewerk","제재소","Sawmill","锯木台","Лесопилка","Sawmill","Sawmill","Sawmill","製材機","Sawmill","Tartak","Sawmill","Sawmill","Sawmill","Sawmill","Sawmill"
"Shelf Cabinet","Shelf Cabinet","Étagère","Armario","Regalschrank","선반 캐비닛","Shelf Cabinet","柜架","Сервант","Shelf Cabinet","Shelf Cabinet","Shelf Cabinet","飾りつけた棚","Shelf Cabinet","Szafa z półkami","Shelf Cabinet","Shelf Cabinet","Shelf Cabinet","Shelf Cabinet","Shelf Cabinet"
"Small Table","Small Table","Petite table","Mesa Pequeña","Kleiner Tisch","작은 책상","Small Table","小桌子","Маленький столик","Small Table","Small Table","Small Table","小さなテーブル","Small Table","Mały stół","Small Table","Small Table","Small Table","Small Table","Small Table"
"Small Wood Sign","Small Wood Sign","Petite pancarte","Letrero de Madera Pequeño","Kleines Holzschild","작은 나무 표지판","Small Wood Sign","小型木牌","Маленькая табличка","Small Wood Sign","Small Wood Sign","Small Wood Sign","小型の木製看板","Small Wood Sign","Mała Drewniana Tablica","Small Wood Sign","Small Wood Sign","Small Wood Sign","Small Wood Sign","Small Wood Sign"
"Solar Generator","Solar Generator","Générateur solaire","Generador Solar","Solargenerator","태양 발전기","Solar Generator","太阳能发电机","Солнечный генератор","Solar Generator","Solar Generator","Solar Generator","太陽光発電機","Solar Generator","Generator słoneczny","Solar Generator","Solar Generator","Solar Generator","Solar Generator","Solar Generator"
"Stockpile","Stockpile","Réserve","Pila de Almacenamiento","Lager","자재 창고","Stockpile","料堆","Склад","Stockpile","Stockpile","Stockpile","ストックパイル","Stockpile","Skład","Stockpile","Stockpile","Stockpile","Stockpile","Stockpile"
"Stone Brazier","Stone Brazier","Braséro en pierre","Bracero de Piedra","Feuerschale aus Stein","돌 화로","Stone Brazier","石火盆","Каменная жаровня","Stone Brazier","Stone Brazier","Stone Brazier","石火鉢","Stone Brazier","Kamienny koksownik","Stone Brazier","Stone Brazier","Stone Brazier","Stone Brazier","Stone Brazier"
"Storage Chest","Storage Chest","Coffre","Cofre de Almacenamiento","Truhe","상자","Storage Chest","储物箱","Сундук","Storage Chest","Storage Chest","Storage Chest","ストレージチェスト","Storage Chest","Skrzynia","Storage Chest","Storage Chest","Storage Chest","Storage Chest","Storage Chest"
"Store","Store","Boutique","Tienda","Geschäft","상점","Store","交易柜台","Магазин","Store","Store","Store","お店","Store","Sklep","Store","Store","Store","Store","Store"
"Stove","Stove","Cuisinière","Estufa","Herd","난로","Stove","火炉","Плита","Stove","Stove","Stove","ストーブ","Stove","Kuchnia","Stove","Stove","Stove","Stove","Stove"
"Streetlamp","Streetlamp","Réverbère","Farola","Straßenlaterne","가로등","Streetlamp","街灯","Уличный фонарь","Streetlamp","Streetlamp","Streetlamp","街灯","Streetlamp","Lampa uliczna","Streetlamp","Streetlamp","Streetlamp","Streetlamp","Streetlamp"
"Table","Table","Table","Mesa","Tisch","책상","Table","桌子","Стол","Table","Table","Table","テーブル","Table","Stół","Table","Table","Table","Table","Table"
"Tailoring Table","Tailoring Table","Atelier de couture","Mesa de Sastería","Schneidertisch","재단 작업대","Tailoring Table","裁缝工作台","Стол портного","Tailoring Table","Tailoring Table","Tailoring Table","裁縫作業台","Tailoring Table","Stacja Krawiecka","Tailoring Table","Tailoring Table","Tailoring Table","Tailoring Table","Tailoring Table"
"Tallow Candle","Tallow Candle","Bougie en suif","Vela de Sebo","Talgkerze","수지 양초","Tallow Candle","油脂蜡烛","Сальная свеча","Tallow Candle","Tallow Candle","Tallow Candle","獣脂ろうそく","Tallow Candle","Świeca łojowa","Tallow Candle","Tallow Candle","Tallow Candle","Tallow Candle","Tallow Candle"
